text,label
where can i see money source?,70
I've deposited a check but the cash isn't showing that it's there yet.,6
I want a refund,52
I'm interested in getting a card. How does one go about doing that?,43
What is your check-cashing policy?,58
How long will a transfer from the US take?,67
What is the purpose for verifying my identity?,74
"My card is expiring, how do I get a new one?",9
The ATM keeps declining my Transaction . I tried two different ATMs already can you please check if everything is okay with my account?,26
I need some help figuring out what this strange payment is on my account. It's stays pending and won't go away.,34
What transfer methods do you accept?,65
Money was transferred to me and I am unable to see it,48
Do I have to pay for a physical card?,43
"My bank card has expired, how can I get a new physical card?",9
"I put some money in my account the other day and it's not gone in yet, can you help with this?",6
why does my statement contain an extra fee?,34
Do you have any card fees if I want to add money using an international card?,57
"I don't know what my passcode is, can you help?",44
Do I need to speak to a representative to change my pin?,21
My top-up didn't go through; it still says pending. What's up with that?,47
Do you offer SWIFT transfers?,56
How do I know where the funds come from?,70
where is card accepted,10
There is an unauthorized payment in my statement.,16
It says the transfer wasn't accepted.,27
Why was I charged a fee when making this transfer when I shouldn't have been?,64
My money hasn't been transferred yet.,5
"I think someone might have a copy of my card because a 500 dollar withdrawal was made, and it wasn't me. Can you please help?",20
There is a weird payment in my statement.,16
"how to delete account, not happy",55
I made a transaction at an atm and was charged extra for it.,19
my exchange rate looks wrong for my last payment,17
Why was I charged $1 in a transaction?,34
"I tried to withdraw some funds from my card, but was declined. How can I get my money?",26
I purchases several items today. Why are they still showing pending?,45
Will you tell me how to exchange USD for GBP in the app?,33
Can I choose what card I can use,73
What's up with the fee for getting cash?,19
"I need to deposit my virtual card, how do i do that.",37
What is the longest a US transfer should take to appear in my account?,67
what steps do you take to check identity,69
Does your app allow currency exchange from USD to GBP?,33
What stipulations do disposable cards entail?,29
I was wrongfully charged one pound.,34
WHAT IS THE REASON FOR THAT,14
How many times can I use my disposable card?,29
I am having trouble transferring money to a beneficiery.,7
Help me activate my new card.,0
How do I link a new payment card?,13
How can I use my credit card to transfer money?,62
My top-up hasn't gone through,47
I can't get cash from the ATM!,26
Can I still access the app even though my phone was stolen?,42
"I want to reactivate my card, I found it after thinking it was lost.",13
Was I charged more than I should of been for a currency exchange?,17
There has been a transfer pending in my account and I wanted to know how long it is going to take to go  through.,48
My balance doesn't show my deposit.,6
I question today's exchange rate for rubles into pounds. I was hoping for a better return.,17
What are all of the different steps for identity checks?,69
I see cash in my app but I did not get it.,20
My source of funds require verification.,70
"After putting in the wrong PIN too many times, I was blocked. Can you assist me in changing it?",49
I don't understand why my card payment is pending.  It has been pending for too long.  Why is this and when might it go through?,45
What's going on? I was just recently charged for an ATM withdrawal. I've never seen this charge before and before it's always been free.,19
Why won't my virtual card work?,72
I am noticing that a refund of a large purchase still has not been credited to my account. I contacted the merchant a few days ago and he assured me that he would submit it right away. Is there a status update?,51
My refund isn't showing up,51
Top up not available in my wallet.,62
Can you please tell me why my cash withdrawal is still pending?,46
I made a mistake and performed a transaction on the wrong account!,8
How do I go forth on holding money in multiple currencies?,36
My phone was left behind.  Can I still use my card?,42
"I can't figure out how to change GBP to AUD, what do I do?",33
How do I fix my card if it is broken?,14
Help me with a PIN change.,21
Can I have a mastercard?,73
How do I verify the top-up?,71
The correct amount of cash was not received.,75
Which part of the app do I order virtual cards from?,40
Will you set a limit to my top-up?,60
I used my card to top up but it's saying it is still pending. What does this mean?,47
I am on vacation in Spain and need to change my pin.,21
"I just transferred some money into my account and do not see it updated yet, can you assist?",5
Can you tell me if I can hold money in several currencies?,36
Is there a way to see my money's source?,70
I am inquiring about why there was an extra fee charged when I used an ATM.,19
Why hasn't my friend received the money i sent them yet?,66
My card payment has had the status of pending forever. What is the issue? It should have gone through at some point.,45
I need to cancel a transaction.,8
I don't understanfd how to top up,62
How do I know if my top-up went through?,47
"I traded some of my money from my native country into an ATM to exchange for foreign currency, and the money I received was a different equating amount!",76
How can I link the new card?,13
"My phone was taken yesterday, is there something that I need to do?",42
"Will you accept my credit card, it my only one.",54
I want to top up by cheque,58
I don't know what this Direct Debit payment on my account is for.,28
"I dont know what happened, but my payment was cancelled",53
How can I create a disposable virtual card?,37
How do I add the card I just received to show up in the app?,13
Why didn't my friend's transaction arrive yet?,66
Why am I charged whenever I withdraw cash?,19
Where is an ATM?,3
Why is my beneficiary not being allowed to get payment services?,7
I can't access my money. Is it because somethings wrong with the top-up? I set it up correctly.,59
My PIN has been blocked.,49
Are there any restrictions for the disposable cards that I need to be aware of?,29
What are your exchange rates calculated from?,32
I'm on vacation in Europe but I desperately need to change my PIN. Can I do this from abroad?,21
there is money in my account that i didnt put there,20
Can you please explain why I was charged an extra fee for my transfer?,64
"I have made a payment by my card, and its still pending since a long time. Could you please tell me when it will process.",45
Can I setup top ups in advance?,4
"I put in a payment a while ago and it has still not cleared and is showing up as ""pending"", how long does it take to clear?",45
My new card needs activating.,0
I don't recognize this payment at all!  Help!,16
Can you tell me why I was charged to withdraw cash?,19
I've made a horrible mistake!  I transferred money to the wrong account by accident!  I entered one of the digits wrong.  I need this cancelled immediately please.,8
i am under 18 and i am trying to verify my id. why wont it work?,68
Where are you cards supported?,24
Where do i find my PIN?,38
"i am express delivering my card to the us, how long will that take",12
"how many virtual cards can i have, i want 8",40
I just made a transfer from a UK account. How long does that typically take to show up? I just want to make sure it worked alright.,5
Why is the ATM not allowing me to get cash?,26
How long does a top-up take to go through?,47
What is the present state of the exchange rate?,32
what to do about stolen phone,42
Is it possible to obtain both a Visa and a Mastercard from you?,73
Why is my top up not completing?,47
"My card will expire next month, will I need to order a new one?",9
I forgot my code,44
I was charged extra. Was the exchange rate for my payment last Saturday wrong?,17
What is the age limit for an account?,1
Where is my PIN located?,38
Can I stop a transaction?,8
I don't remember my passcode?,44
How will I know my pin number?,38
I need to cancel my recent transfer. I made a mistake. Please help quickly before the transfer goes through.,8
are you sending me my card?,12
What do I need to do in order to get a new card?,43
"I deposited a cheque with some money, but the balance hasn't changed.",6
I've made a transfer from France two days ago but I was wondering if international transfers take longer to arrive because it hasn't made it yet.,5
Why was my transaction not approved?,35
How long until I see a cash withdrawal?,46
What currency can I use to add money?,54
What is the most that I can top-up to a card?,60
Can you tell me how do I get a card?,43
"I've been waiting a while for my card, is there a way to know when it will arrive?",11
Did you deactivate my card it's not working anymore,14
when does my balance update for a transfer,5
Do you offer account services for children and teens?,1
Why does a cash withdrawal show as pending?,46
i need to proof my identity to you why and how?,74
There is a payment that has not processed.,45
I think someone else is using my card.,22
Can I get spare cards?,39
Why was my transaction charged an extra fee when paying with my card?,15
Can I open an account for my offspring?,1
I haven't received my PIN yet. Do I need to get it from you?,38
How do I see the source of my money?,70
"How long does it typically take a transfer to go through?  I sent some money to a friend earlier today, and she really needs it.  It still is a pending transfer, even though I sent it a few hours ago.",66
how to get virtual card,40
Do I have to pay more for exchanges?,31
can I top up an apple pay?,2
My card isn't letting me purchase something and I wanted to know why.,7
I have a duplicate charge,63
Why is there an identity check?,74
"The transaction for the cash I pulled out of the ATM earlier is pending in the app, but how if I already have the cash?",46
"I got mugged yesterday and they took everything. I can't use the app, so I need some help.",42
"I am calling because the ATM didn't give me the right amount of cash, but my app shows the actual amount I wanted to withdraw. What should I do to get my money back?",75
There's an unauthorized direct debit in my app.,28
"I am getting charged fees on some payments.  Please help me understand, where are these fees disclosed?",15
How do I get a disposable virtual card as well?,37
I left my phone at the hotel I was staying at so I can't use the app!,42
I was so embarrassed. Why didn't my payment clear?,25
Where do your cards get delivered to?,43
My money transfer has not happened yet,48
Can I auto top if I'm low on funds?,4
I have zero dollars in my account. Can I submit additional funds via bank transfer?,65
What do I have to do to cancel a transfer?,8
"I made a rent payment from the wrong account yesterday. It absolutely has to go through tomorrow, so can you please reroute the payment to the right account?",8
What other credit cards can I use?,54
Why was I charged twice?,63
Are the funds I requested from a merchant a few days ago in my account? I do not see them.,51
Do you send more than one card?,39
What about my children?,1
How can I make my card show up in the app?,13
Why was money taken for a transfer?,64
Is there a way to undo a transaction?,8
I sent some money and the account hasn't recived the transfer I made.,66
"I cannot remember my passcode, is there a way to retrieve it?",44
I don't understand why you aren't accepting my transfer. After a couple times trying I'm still getting an error message.,7
I have been charged twice this week for a couple of things on my card. Can you please check this out for me and return the double charged items back?,63
My payment was stopped,53
"Hello. I tried doing a topup and I thought it worked, but now the money is no longer in my account. Can you explain?",61
Is there a charge for using transfers for top ups?,56
Why is my purchase showing as pending?,45
This card is accepted by what businesses?,10
Will I get charged for topping up with an international card?,57
looking back on my transactions from a couple of months ago I have noticed a charge that is fairly large that I'm certain was not completed by me. I know it has been a while but can I please dispute this charge?,28
I am required to make several disposable cards every day.,29
can i verify my identity i the app,69
Where would I find top up by cash deposit?,58
How is my ATM deposit not available yet?,46
I see a reverted payment on my account. Why has this happened?,53
There is a payment showing on my app that I didn't do. Will you please cancel this payment and refund my money ?,28
There's a payment that isn't mine on my app,16
My cards were stolen,42
Is it possible to top up by card?,62
How long should it take for my new card to arrive in them mail? What should I do if I never receive it?,11
Which countries can I change my PIN in?,21
How can correct Top up with the app to work correctly?,59
How do I go about getting a refund?,52
What is the foreign exchange rate you will apply?,32
I will not be able to verify my identity.,68
Where can I find my card PIN?,38
How can my friend pay me?,50
I would like to change my name after marriage.,30
I made a payment with my card that was cancelled?,53
Can you tell me why my top-up was canceled?,61
is it ok if i use both visa and mastercard,73
How much does it cost for a physical card?,43
Can you issue both a Visa and a Mastercard to me?,73
Does the fee for exchange change?,17
I don't understand why I'm being charged for using my card.,15
I was just needing to know why my card got declined,25
Show me where to order my card.,43
Why would the app show a withdrawal that I did not make?,20
What should I do if I see a withdrawal is pending?,46
Is getting my identity verified required before I can use my account?,74
Can you check if my money has reached my account since it is not showing up yet?,5
What is the maximum transactions I can use on a disposable card?,29
i withdraw cash from the ATM and was charged a fee,19
What ATM locations are near me?,3
"Transfers may show up as pending for up to one business day while they are processed, and then they'll depart for the beneficiary accounts. Please confirm that you have correctly entered your account details. SEPA transfers typically take up to two working days, while SWIFT transfers can take up to five working days.",48
What do I need to do in order to use my card I just got?,0
"I need assistance finding out why I am unable to top-up my card, it keeps getting refused.  It is extremely imperative I get this resolved quickly.",59
"For my account, how do I transfer money in?",65
Why does my identity need to be verified?,74
When will it get delivered?,12
Was I charged extra for using my card?,15
The card payment didn't work,53
What's the process for topping up my card?,62
need to know where money comes from,70
How do I dispute a direct debit that I didn't do?,28
Why does my transfer say it is pending?,48
I need to get a disposable virtual card?,37
It looks like my top up didn't work.  Why?,59
Do I have to verify the top-up?,71
"My card was supposed to arrive, but hasn't?",11
i cannot find my card PIN,38
Is there any limits I should know about if I'm going to use a disposable virtual card?,29
Why cant I transfer to my account?,7
My purchase from this morning still is pending.,45
Will my card be here soon?,12
When my card expires what is the cost of a replacement and how fast?,9
How do I deposit through bank transfer?,65
I am just waiting on the completion of the transaction.,66
No option to top up with a cheque ?,58
Could you send me and up date on the arrival of my card?,11
My top up hasn't gone through,47
Which countries do you operate in,24
Can I have more than one card?,39
why is top up pending,47
Will it cost me to get a second card?,39
What is the normal time to make an international transfer? I made one a few days ago that still hasn't arrived.,5
My app was on the phone and I was mugged.  What do I do?,42
Can it automatically top up my account?,4
what is the cost for exchanging currencies?,31
Please help me get a Visa card.,73
Why was I blocked from withdrawing from the ATM?,26
Why is my 'top up' not showing up in my wallet?,62
The machine only paid me a hundred when I wanted 20,75
Why was my top-up declined?,61
Why is my top-up showing as cancelled?,61
What do I do when a charge has been made that I did not make?,20
Can I change my PIN?,21
I believe that a card payment I made was cancelled.,53
"I got my card now, how do I make it show up in the app?",13
Do you have to be 18 to make an account?,1
I just got a new card how do I get it to start working?,0
My account is devoid of funds. Am I permitted to submit additional money via bank transfer?,65
I would like to change to a different currency.,33
"My PIN can't access my card, can you help?.",49
my pin hasn't arrived in the post! How do I cancel it or get a new one?,38
Is it free to transfer money or is there a fee?,64
Can I top-up any amount I wish on any given day?,60
Where is my card?,11
Please help me as my online payment is getting declined since yesterday while i am trying to purchase something online.,27
when will the balance on my account change form a transfer,5
What foreign exchange rate will I get?,32
Is the card welcomed by everybody?,10
I tried to pay through my account but the payment is not going through. What's going on?,45
My card payment was reverted,53
"Um, my top up didn't work",59
I got less cash than what I specified for through the ATM.,75
Why is it taking so long for a transfer to complete!,66
Cancelling a transaction,8
how long does delivery take?,12
Unable to use my American Express with Apple Pay to top up my account,2
"If I need to make an exchange from USD to GBP, how can I do so in the app?",33
I did not get all the cash at ATM.,75
what I need to verify my account,74
Are there any charges for using a bank card to top up,57
Currently my card is broken.,14
Help! In the app there is a payment that I don't remember.,16
Why was I charged a fee when I withdrew money?,19
I was trying to purchase some crypto and the app won't allow me to do it. What's the deal with this? I really wanted to complete the exchange.,7
I withdrew  money from the ATM and was overcharged.  It said nothing about an extra fee.,76
Top-up is loaded into the card and no update.,47
How long will it take to deliver to the US?,12
It can take between 10 minutes to an hour before you hear back from us about the verification result.  Please try again if your verification fails.  Make sure you double check that images are clear and all document photos are readable without blur or glare. You have to be 18 or older and live in the European Economic area or live in Switzerland to be able to open an account.,68
"I might be paranoid, but someone may be using my card.",22
Tell me what ATMs allow me to change my PIN.,21
"There has been an unusual withdrawal from my account, can you help?",20
Are you able to guide me to my card's location?,41
Can you tell me what countries you offer support for?,24
I sent a payment but it isn't showing up in the app,66
Why has my money disappeared? I topped up earlier and seen it was there and had went through. What seems to be the problem?,61
How can I obtain a disposable virtual card?,37
I could not access my money at the ATM,26
"There is an extra charge on my account I didn't authorise, it's just £1, what is it?",34
I tried to make a transfer and it failed.,35
The money is still in my account even though I already paid -- I don't understand what happened.,53
Can I add money to my account via bank transfer?,65
Is there a way I can check on the card on route to me?,11
Do you provide currency exchange to Euros?,36
"i am not a premium customer but i want a virtual card, how do i get it",29
Should I complete my security verification before I can use my account?,74
I have not received a refund.,51
How many active cards can I have?,39
How do I obtain a second card?,39
I see a fee that I think was charged because I paid by card.,15
Why is the transfer showing pending?,48
I tried to do a transfer but it didn't go through.,35
I moved and need to change my personal information.,30
Why are you keeping my money from me by declining my card? What is going on?,59
I have to make several disposable cards per day.,29
I made a payment but the app cancelled it.,53
What card types can I choose from?,73
I need to know if you will accept my credit card.,54
"My top up has been pending for an hour already, and I really need this to go through as soon as possible.  Can you help?",47
I believe my card has been compromised as there's a cash withdrawal I don't recognize.,20
Is the top-up amount unlimited?,60
"i dont recognise some of these transactions, i think someone has my card details",22
I really want a physical card. How do I get one?,43
how much is it to exchange currency,31
Are cards from the US accepted?,54
Please help me change my PIN.,21
Are extra cards free?,39
It looks like the exchange rates on my card payment are wrong,17
"When traveling, is it possible for it to add money at specific time intervals?",4
I took out some cash from the ATM but it is still showing the transaction is pending.,46
Can I use your services without access to the app?,42
"I have obtained the salary in GBP, will it need to be configured?",50
Can you tell me which cards and currencies are supported?,54
how much will I be charged for making a transfer?,56
Can you tell me what the disposable cards are used for?,37
Is there any way to get my salary in a different currency?,50
Is there always a charge when withdrawing money?,19
Why does it cost more to pay with my card?,15
Is there a problem with the top up system? My transaction hasn't gone through properly,47
"The other bank confirmed a transfer I made, but this account is not reflecting it yet.",5
I tried to transfer money to a receiver and they didn't get the right amount. What is going on and who do I contact to help me?,64
my phone has been stolen by someone,42
Does it cost extra to send out more than one card?,39
Can I order a new card?  Mine is about to expire.,9
I wanted $100 but only got $20,75
I don't know what's going on but all of my transfers keep getting declined. I have checked over the recipient details twice. These details are all correct.,27
Why didn't my transfer to a beneficiary happen?,7
There is a direct debit set up that was not authorized by me.,28
How do I change to a different currency?,33
I do not see the card PIN anywhere?,38
"There's a weird payment showing in my app that I definitely haven't made myself, as I haven't used the card at all that day. Please cancel that and return my money.",28
Show me how to activate my card,0
How long is delivery to the US?,12
Why do you ask for top-up verification?,71
I thought that transfers are free. Why was I charged an extra fee?,64
"My card arrived but I need to make it work in the app, how do I do that?",13
Why do I see a fee when I do a transfer?,64
"About two days ago now, I made a transfer from France but it hasn't arrived yet. Is it possible that the international transfer just takes longer?",5
How many physical cards am I allowed to have?,39
Why won't the ATM let me withdraw money?,26
I would like help to revert a transaction I did this morning,8
How can I verify the top-up card?,71
Why was I charged extra on my last UK pound to Russian ruble exchange?,17
My card information seems to have been stolen! I don't know where these transactions came from and I've never even been to the city where they were made. I need my card blocked ASAP so this person can't keep using my card.,22
What is this cash withdrawal I don't recognize?,20
"I don't know what's wrong with my card, but it has not worked at multiple places today.",14
"I had a problem with my card payment, can you help?",25
ATM apparently not working?  Couldn't access funds in my account?,26
What is the greatest number of times that I can top-up?,60
I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong?,26
How are the exchange rates determined?,32
Can you tell me how to get a disposable virtual card?,37
Is there a way yo change my PIN?,21
How long does it take for a top up to go through,47
I am not comfortable verifying my indentity.,74
How do I know if i need a disposable card?,37
"A 500 pound cash withdrawal was just made from my account, but I didn't make it. I am pretty sure my card has been compromised - can you help me?",20
What kind of charges should I expect to exchange currencies?,31
Can I transfer my salary if its in GBP?,50
I did a transaction this morning and now I want to cancel it.,8
Are you okay with exchanges to EUR?,36
I can't use my virtual disposable card,72
I need to transfer money to my account from another bank,65
Can it add money automatically while travelling,4
Why didn't I receive the correct exchange rate for an item that I purchased?,17
Why is my ATM withdrawal still pending?,46
Why was one of my transfers declined?,27
"My transfer is pending, why?",48
"After I deposited my cash, I still don't see it in my account.",6
Why is identity verification required?,74
There are a couple of payments with my card shown in the app that I really didn't make myself. Why is it happened?,16
Can i have a virtual card?,40
why was my payment reverted on the app,53
Can I transfer money to my card via bank-transfer?,65
I am trying to transfer money and something is going wrong.,35
How does someone else top up my account,62
Where can I modify my information?,30
I just replaced my phone but how do I use my card information?,42
ATM withdrawal not working.,26
"For adding money, which currencies do you accept?",54
I wanted to know about a pending dollar that is on my statement.,34
"On a card payment, why is there a fee?",15
How do I report fraud on my card?,22
"I heard that you support more than one type of fiat currency, would you tell me which ones please?",36
I am not happy with your company. Please delete my account asap.,55
maximum how many days get the courier?,11
Explain the card PIN to me.,38
Can I top up with cash,58
Can I trace where my funds came from?,70
My friends would like to add to my account. What is the procedure?,62
Can my salary be received and transferred to my current currency in my country?,50
I didn't do a payment and I have it now.,16
what is the average wait for transfers,67
"I need a new card, my old card is expiring.",9
I accidentally made a payment to a wrong account. What should I do?,8
My top-up was declined,59
Can I set my own top-up limit?,60
The exchange rate looks wrong on a holiday purchase,17
Help!  I think my phone may be stolen or lost!,42
I just had a look at my statement. Why have I been changed for using the ATM?,19
how long does a US transfer take,67
"Hi I've been trying to top up my card for the past day but it gets declined, I need it topped up urgently! Can somebody get back to me to resolve this or explain any different ways I can top up my card?",59
I am paid by my employer in GBP; do I need to do anything in the app to indicate this?,50
Will you help me unblock my pin after putting in the wrong pin too many times?,49
I paid with card and was charged a fee that shouldn't be there!,15
2 weeks ago I ordered my new card.  It isn't here.  What should I do?,11
I will be traveling and want money to be added automatically in certain intervals. Is this possible?,4
Can I track when my card will be delivered?,11
How long will it take to have my card mailed to me?,12
What can you tell me about the card PIN?,38
How many different currencies can I hold money in?,36
What are the fees imposed when I make a transaction?,15
For what reason did my top-up fail?,59
Why did I get less cash than what I asked in the ATM?,75
How do I get my card back quickly from a bank machine that it?,18
What steps do I need to take to exchange currencies?,33
Are there steps to see where my funds come from?,70
What is the way to go about getting a virtual card?,40
I was not distributed the correct amount of cash that I asked for,75
"Hi, I'm trying to purchase a flat and I'm needing the first payment for the mortgage to go through on the flat I'm trying to buy. For some reason I keep getting an error.can you assist in making this transfer? What is going on?",35
I got a new card and can't find where to link it.,13
The card is non-functional.,14
Where is my credit card that was to be mailed?,11
I have a withdrawal waiting to go through.,46
Does it cost extra to exchange foreign currencies?,31
The App shows a fraudulent payment made on my account.,16
"My card got blocked, how do I reset?",49
A payment I didn't do shows in my app,16
What is the reason for the extra fee on my statement?,34
"Although I transferred some money, it has not as of yet, arrived.",5
Why was my transaction declined?,35
How long should I have to wait before I see the transfer in my account?,67
I would like to order a virtual card.,40
My card has been stolen what do I do?,41
"I am in desperate need to transfer funds from another account that i have into this one, how do i do that?",65
I didn't see any reason why my transfer was declined. What gives?,27
I am still waiting for my card.,11
Please send a new card; the ATM ate mine.,18
Someone else charged my card!,28
"Do I need to select a preference to receive my salary payments in GBP and, if so, where?",50
How do you determine the exchange rate?,32
Where can I get your exchange rates from?,32
I just realized I made the wrong transaction yesterday. Would  you please make it correct?I need it by tomorrow Please.,8
I was just contacted by a seller that let me know they didn't get my money even though I'm very sure it was removed from my account. Now it's back in my account. Get this resolved quickly.,53
I found my old card. Can I link it back into the app?,13
I received my salary in the wrong currency. How do I change this?,50
"A transaction I did to my friend hasn't arrived yet, why?",66
Some cash withdrawal that I didn't make showed up in the app.,20
How long does it actually take my card payment to make it to the account? I've made a payment a couple of days ago but it hasn't moved since.,45
I bought something online a week ago and i never got it in the mail.Can I just get my money back now I don't want to keep waiting on something that isn't going to show up.,52
"I am getting an error stating my transfer is not possible while transferring money. Let me know the issue as its the first time i am getting error, earlier it used to work.",7
I tried to purchase airline tickets online this morning and my card information isn't working. Is there something going on with my account?,14
Some cash I didn't get shows in my app,20
What is the age requirement?,1
Why doesn't my Google pay top up work?,2
"Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money.",46
I'd like to know where my funds come from.,70
There is an extra 1£ charge on my app. Why did you charge me extra?,34
Please explain to me the process of getting a virtual card.,40
"My top-up does not seem to have worked, what  went wrong?",59
Are these cards available in europe?,24
What will happen after my card expires?,9
Please help me figure out the reason for the odd withdrawal amount from my account?,20
Can I order a new card to China?,9
How much does currency exchange cost?,31
Do you accept SWIFT transfers?,56
Why on earth do you need so much personal id info from me?,74
how much is the fee for topping by card,57
Why is verification for my identity needed?,74
I have an unauthorized charge.,28
"Hello I made a bank account transfer from the UK. The transfer was a couple hours ago, nothing has shown up yet.  Can you check to see if everything okay. Please.",5
How can I set a new pin.,21
Why have I been charged a fee for transferring money?,64
Where is my virtual card located?,40
What is the refund policy?,52
"I tried topping up using my card, but the money is gone?",62
Are there any top-up limits?,60
"My cash withdrawal is showing as pending, why?",46
What are these disposable virtual cards all about?,37
There are some card payments that I haven't done myself. What is going on with my card and does somebody else have access to my card?,16
I'm on holiday and I noticed a different amount for exchange rate.  Can you explain?,17
It does not appear that my message went through.,59
my statement contains an unknown payment,16
My passcode won't work.,44
I do I top up from my Apple Watch?,2
I need to know the process to transfer money into my account.,65
I'm trying to activate the auto-top up function. Where is it?,4
"I was charged extra when I made a cash withdraw, why?",19
Can i have the item refunded?,52
Where can I order my virtual card?,40
What happens when my card expires?,9
I made a payment that is not yet complete.,45
"How long does it take for transfers to process?  I sent funds to a friend, and she says that she has not yet received anything.",66
"Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing.",26
I bought something in another country but the exchange rate is wrong,17
The app reversed a top off I had.  What should I do?,61
I think my top-up has failed.,59
If I top up using a European card is there a charge?,57
Why haven't I received my new card yet?,11
Last week I put a cash deposit into my account and it is still isn't there.,6
Is there a minimum age for having an account?,1
"I lost my card, what do I do now?",41
What do I do about a debit on my account that I didn't make?,28
Show me where I can see the PIN?,38
How do I top up?,65
Are there any charges for topping up a US-issued card?,57
How do I make a currency exchange?,33
What is the process to link the new card?,13
"My phone is lost I don't want someone to use my account, what can I do?",42
I have an emergency and lost my phone.  I need help accessing my account.,42
How do I go about topping up with Google Pay?,2
Is there something that I can do since my phone was stolen yesterday?,42
Is this app capable of exchanging currencies?,33
A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on?,64
"Hi, My card is getting declined continuously when i am trying to top-up. Request you to look into this issue or tell me any other alternatives.",59
I already have a card and want to link it,13
"So, my transfer is showing as pending, when will it actually go through?",48
The balance has not been updated.,5
You shorted me money when I tried to make a withdrawal.,75
Why do transfers get declined?,27
I can get my identification verified.,68
Why isn't my refund showing up in my statement?,51
Where is the refund on my statement?,51
How do I top up with a cheque?,58
How long does it take for money to reach my account?,5
Which documents do I need for this identity check?,69
"My card has not been delivered yet and its been a week since I ordered it, please help",11
Why is the exchange rate on my card wrong?,17
Can I auto top up multiple times?,4
Where would I order a virtual card?,40
Do I get charged if I top up with my European bank card?,57
Do you guys accept cash? Because i deposited some this morning and I can't see it in my account.,6
Does Google Pay offer a top up option?,2
How do I top up my account using transfer?,65
the exchange rate was different than expected,76
Why can't I see a transfer to my account?,5
"Hi, I'm trying to transfer money from one country to another, but it's taking a long time! All the account information is right, so why is it taking so long?",48
What do I do if my Google pay top up isn't working?,2
"I needed cash today, so I used another provider's ATM, and when I attempted to withdraw, it declined. I just checked it out and I'm still showing my account with that amount pending! I didn't take any money out, it was declined, so I don't want that to be processed as a withdrawal.",46
How do I get a real card?,43
Will I need a new card or can I put my old card back into the app?,13
Google pay top up not working.,2
"Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account",61
I would like to cancel my order.,52
"I am tired of getting charged fees, and I have no idea why, please let me know what/when you charge fees for.",15
Can I edit my personal details?,30
There is a fee from a transfer that is not supposed to be here!,64
I am wondering about a transfer from a different country that doesn't show up yet?,5
When I got cash I was charged an extra fee!  Explain!,19
"I want to get rid of the account, and delete personal information .",55
What should I do about a direct debit that I did not set up?,28
I accidentally left my phone at the hotel so now I'm not able to use the app.,42
How can I go about ordering a virtual card?,40
I made a transfer the day before yesterday within this country. It is still not showing up at all. I have double-checked and the account number is certainly right. I've actually type this multiple times. can you look into what is going on here?,66
"For you, how long do transfers normally take from a UK account? I completed one just now but nothing appears. I just need to be sure everything is okay.",5
Need to report a change of address.,30
Has my top-up gone through?,61
Can you tell me what currencies I can use to add money?,54
What is your currency exchange fee?,31
Can you explain more about why should I verify my identity?,74
what is this extra charge with my purchase?,15
Would it be possible for me to get a second card?,39
Does it cost anything to buy something from another country? Like is there going to be hidden transfer fees or currency conversion fees?,64
The app is having trouble verifying my identity.,68
How many days do I have to wait for the transfer to reach my account?,67
How do I add a card on to the app?,13
Why is there a direct debit to my account? I didn't do that.,28
what do i need to have with me to activate card,0
Help! I've forgot my app passcode!,44
I bought something with my card and I was charged a fee,15
What's your refund policy if I bought an item from you?,52
Do you have an auto-top function and how do I use it if so?,4
This exchange rate you use is awful! Please tell me this is a mistake and not the official interbank exchange rate!,17
I need more physical cards.,39
Can you please sort out your top up? I need this to go through asap because I really need the money. It's already been pending for an hour.,47
Looks like my top up failed.,59
There is more than one charge on my account for a transaction.,63
How long should a cheque deposit take to show? My account hasn't updated and I want to make sure everything is okay.,6
I needed cash from the ATM but I couldn't get it.,26
Where can I located the auto-top up option?,4
"I found my card that I thought I had lost, I need to reactive it, please help.",13
Why is the exchange rate terrible?  That can't be close to the actual interbank rate.,17
"I want to add money to my international card, so are there any fees charged to do this?",57
Can I have my card activated?,0
I think my card has been used by somebody else since I was never in the little town where some transactions on this bill have come from. Please stop this right away.,22
"If my cash withdrawal is still not showing, is something wrong?",46
How do I exchange currencies using the app?,33
Do you also have this extra fee on your statement?,34
Is there a function where I can top-up automatically?,4
I am so angry right now!  I went to the ATM and did not get the correct amount of money I chose to withdraw.  How could this happen?  I need my money and want to know how I can get it ASAP!,75
Is there a way to order a virtual card on the website?,40
Is there a fee for a cash withdrawal?,19
I was charge a fee that I wasn't told about,64
How come I didn't get a virtual card yet?,40
"I have checked the account information several times to be sure that it is correct, but the in country transfer I did a few days ago still has not appeared! What is the hold up?",66
My things were stolen and I need to know if I can still use this app.,42
from where are coming your exchange rates?,32
My salary comes in GBP can I change my options somewhere?,50
Are there any express fees if i want my new card faster?,9
Show me the amount of transactions I can do with a disposable card.,29
When will my top up process?,47
I have been trying unsuccessfully to top-up my card.  Is the system down or not working properly?,59
What are the disposable cards used for?,37
